time,modobslng,modobslat,modtlng,modtlat
38699,14.17,18.76,14.17,18.76
38700,14.09,18.41,14.09,18.41
38701,14.09,18.06,14.09,18.06
38702,13.97,17.76,13.97,17.76
38703,13.88,17.51,13.88,17.51
38704,13.84,17.17,13.84,17.17
38706,13.94,16.81,13.94,16.422
38707,13.92,16.39,13.92,16.048
38708,13.97,15.86,13.97,15.674
38709,14.03,15.3,14.03,15.3
38710,14.18,14.97,14.18,14.97
38711,14.3,14.64,14.3,14.64
38712,14.43,14.31,14.43,14.31
38713,14.57,14.06,14.57,14.06
38715,14.79,13.64,14.79,13.64
38716,14.98,13.42,14.98,13.42
38717,15.25,13.2,15.25,13.2
38718,15.35,12.97,15.35,12.97
38720,15.81,12.77,15.81,12.77
38721,16.2,12.7,16.2,12.7
38722,16.42,12.48,16.42,12.31333333
38723,16.63,12.27,16.63,11.92666667
38724,16.75,11.9,16.75,11.54
38725,16.79,11.41,16.79,11.15333333
38726,16.78,10.88,16.78,10.76666667
38727,16.77,10.38,16.77,10.38
38728,16.79,9.98,16.79,9.98
38729,16.77,9.65,16.77,9.65
38730,16.73,9.36,16.73,9.36
38731,16.77,9.01,16.77,9.01
38732,16.77,8.65,16.77,8.65
38733,16.7,8.35,16.7,8.35
38734,16.56,8.12,16.56,8.12
38735,16.45,7.86,16.45,7.86
38736,16.41,7.51,16.41,7.51
38737,16.43,7.12,16.43,7.08
38738,16.46,6.77,16.46,6.65
38739,16.57,6.4,16.57,6.22
38740,16.66,5.97,16.66,5.79
38741,16.64,5.53,16.64,5.36
38742,16.61,4.95,16.61,4.93
38743,16.63,4.39,16.63,4.5
38744,16.68,3.99,16.68,4.07
38745,16.75,3.64,16.75,3.64
38746,16.81,3.33,16.81,3.265
38747,16.87,2.89,16.87,2.89
38748,16.88,2.56,16.88,2.56
38749,16.94,2.32,16.94,2.32
38750,16.99,2,16.99,2
38751,16.93,1.77,16.93,1.77
38753,17.06,1.36,17.06,1.36
38754,17.18,1.16,17.18,1.16
38755,17.43,1.01,17.43,1.01
38756,17.68,0.88,17.68,0.88
38757,17.97,0.79,17.97,0.79
38758,18.26,0.79,18.26,0.79
38760,18.82,0.87,18.82,0.87
38761,19.12,0.89,19.12,0.89
38762,19.47,0.92,19.47,0.92
38763,19.79,0.97,19.79,0.97
38764,20.09,1.03,20.09,1.03
38765,20.45,1.09,20.45,1.09
38766,20.83,1.13,20.83,1.13
38767,21.16,1.11,21.16,1.11
38768,21.52,1.07,21.52,1.07
38769,21.89,1.03,21.89,1.03
38770,22.32,1.07,22.32,1.07
38771,22.72,1.03,22.72,1.03
38772,23.01,1.03,23.01,1.03
38773,23.46,1.03,23.46,1.03
38774,23.8,1.09,23.8,1.09
38775,24.12,1.19,24.12,1.19
38776,24.48,1.25,24.48,1.25
38777,24.82,1.28,24.82,1.28
38778,25.21,1.37,25.21,1.37
38779,25.56,1.43,25.56,1.43
38781,26.04,1.31,26.04,1.31
38782,26.34,1.27,26.34,1.27
38783,26.69,1.32,26.69,1.32
38784,27.11,1.32,27.11,1.32
38785,27.55,1.33,27.60166667,1.33
38786,28.01,1.33,28.09333333,1.33
38787,28.56,1.49,28.585,1.49
38788,29.06,1.55,29.07666667,1.55
38789,29.54,1.65,29.56833333,1.65
38790,29.98,1.8,30.06,1.8
38791,30.56,1.77,30.55166667,1.77
38792,31.15,1.74,31.04333333,1.74
38793,31.7,1.74,31.535,1.74
38794,32.2,1.79,32.02666667,1.79
38795,32.65,1.86,32.51833333,1.86
38796,33.01,1.78,33.01,1.78
38797,33.31,1.69,33.31,1.69
38798,33.68,1.75,33.68,1.75
38799,34.14,1.8,34.14,1.8
38800,34.56,1.86,34.56,1.86
38801,34.96,1.84,34.96,1.84
38802,35.36,1.86,35.36,1.86
38803,35.76,1.93,35.76,1.93
38804,36.15,1.98,36.15,1.98
38805,36.54,2.01,36.54,2.01
38806,36.9,1.97,36.9,1.97
38807,37.22,1.94,37.22,1.94
38808,37.61,1.9,37.61,1.9
38809,37.99,1.93,37.99,1.93
38810,38.35,2.02,38.35,2.02
38811,38.72,2.17,38.72,2.17
38812,39.01,2.35,39.01,2.35
38813,39.26,2.49,39.26,2.49
38814,39.63,2.54,39.63,2.54
38815,40.02,2.58,40.02,2.58
38816,40.42,2.62,40.42,2.62
38817,40.85,2.59,40.85,2.59
38818,41.25,2.55,41.25,2.55
38819,41.68,2.57,41.68,2.57
38820,42.14,2.55,42.14,2.55
38821,42.6,2.55,42.6,2.55
38822,43.09,2.59,43.09,2.59
38823,43.49,2.62,43.49,2.62
38824,43.78,2.71,43.78,2.71
38825,44,2.8,44,2.8
38826,44.3,2.92,44.3,2.92
38827,44.72,3,44.72,3
38828,45.19,3.05,45.19,3.05
38829,45.61,3.11,45.61,3.11
38830,46.02,3.09,46.02,3.09
38831,46.39,3.09,46.39,3.09
38832,46.74,3.16,46.74,3.16
38833,47.1,3.21,47.1,3.21
38834,47.55,3.28,47.55,3.28
38835,48.04,3.23,48.04,3.23
38836,48.52,3.23,48.52,3.23
38837,48.98,3.24,49.00583333,3.24
38838,49.39,3.27,49.49166667,3.27
38839,49.83,3.18,49.9775,3.18
38840,50.3,3.13,50.46333333,3.13
38841,50.8,3.12,50.94916667,3.12
38842,51.34,3.06,51.435,3.06
38843,51.88,2.97,51.92083333,2.97
38844,52.38,2.88,52.40666667,2.88
38845,52.9,2.78,52.8925,2.78
38846,53.39,2.66,53.37833333,2.66
38847,53.83,2.6,53.86416667,2.6
38848,54.35,2.61,54.35,2.61
38849,54.79,2.7,54.79,2.7
38850,55.22,2.81,55.22,2.81
38851,55.71,2.89,55.72,2.89
38852,56.19,2.92,56.22,2.92
38853,56.72,3.08,56.72,3.08
38854,57.11,3.21,57.11,3.21
38855,57.45,3.33,57.45,3.33
38856,57.82,3.39,57.82,3.39
38857,58.21,3.5,58.21,3.5
38858,58.59,3.52,58.69,3.52
38859,59.17,3.59,59.17,3.59
38860,59.66,3.59,59.66,3.59
38861,60.13,3.62,60.13,3.62
38862,60.63,3.64,60.63,3.64
38863,61,3.66,61,3.66
38864,61.42,3.75,61.49,3.75
38865,61.88,3.84,61.98,3.84
38866,62.37,3.94,62.47,3.94
38867,62.88,3.99,62.96,3.99
38868,63.39,4.04,63.45,4.04
38869,63.94,4.03,63.94,4.03
38870,64.41,4.01,64.41,4.01
38871,64.84,3.91,64.84,3.91
38872,65.29,3.99,65.29,3.99
38873,65.61,4,65.61,4
38874,65.96,3.98,65.96,3.98
38875,66.3,3.98,66.3,3.98
38876,66.67,4.04,66.67,4.04
38877,67.06,4.08,67.06,4.08
38878,67.46,4.12,67.46,4.12
38879,67.75,4.16,67.75,4.16
38880,68.12,4.22,68.12,4.22
38881,68.47,4.3,68.47,4.3
38882,68.85,4.37,68.85,4.37
38883,69.23,4.42,69.23,4.42
38884,69.63,4.46,69.69833333,4.46
38891,73.84,3.4,72.97666667,3.4
38893,73.79,3.31,73.91333333,3.31
38894,74.48,3.41,74.38166667,3.41
38895,74.85,3.92,74.85,3.92
38896,75.14,4.03,75.14,4.03
38897,75.43,4.07,75.43,4.07
38898,75.76,4.1,75.76,4.1
38899,76.04,4.1,76.04,4.1
38900,76.37,4.17,76.37,4.17
38901,76.73,4.16,76.73,4.16
38902,77.12,4.17,77.12,4.17
38903,77.52,4.2,77.52,4.2
38904,77.89,4.22,77.89,4.22
38905,78.25,4.24,78.25,4.24
38906,78.61,4.33,78.61,4.33
38907,78.96,4.39,78.96,4.39
38908,79.39,4.41,79.39,4.41
38909,79.78,4.35,79.78,4.35
38910,80.13,4.32,80.13,4.32
38911,80.51,4.3,80.51,4.3
38912,80.87,4.4,80.87,4.4
38913,81.2,4.45,81.3375,4.45
38914,81.66,4.53,81.805,4.53
38915,82.22,4.5,82.2725,4.5
38916,82.74,4.46,82.74,4.46
38917,83.23,4.5,83.23,4.5
38918,83.62,4.46,83.62,4.46
38919,83.98,4.4,83.98,4.4
38920,84.38,4.34,84.38,4.34
38921,84.79,4.34,84.79,4.34
38922,85.21,4.31,85.21,4.31
38923,85.58,4.3,85.58,4.3
38924,85.96,4.3,85.96,4.3
38925,86.36,4.31,86.36,4.31
38926,86.71,4.35,86.71,4.35
38927,87.01,4.36,87.01,4.36
38928,87.38,4.37,87.38,4.37
38929,87.72,4.36,87.805,4.36
38930,88.23,4.32,88.23,4.32
38931,88.71,4.32,88.71,4.32
38932,89.18,4.34,89.18,4.34
38933,89.61,4.33,89.61,4.33
38934,89.94,4.36,89.94,4.36
38935,90.26,4.4,90.26,4.4
38936,90.61,4.43,90.61,4.43
38937,90.93,4.51,90.93,4.51
38938,91.23,4.59,91.23,4.59
38939,91.56,4.66,91.56,4.66
38940,91.87,4.77,91.87,4.77
38941,92.14,4.84,92.14,4.84
38942,92.47,4.85,92.47,4.85
38943,92.83,4.85,92.83,4.85
38944,93.19,4.86,93.19,4.86
38945,93.56,4.87,93.56,4.87
38946,93.92,4.85,93.92,4.85
38947,94.29,4.8,94.29,4.8
38948,94.66,4.78,94.66,4.78
38949,95.02,4.83,95.02,4.83
38950,95.43,4.9,95.43,4.9
38951,95.84,4.96,95.84,4.96
38952,96.26,5.08,96.26,5.08
38953,96.62,5.29,96.62,5.29
38954,96.96,5.53,96.96,5.53
38955,97.38,5.72,97.38,5.72
38956,97.79,5.89,97.79,5.89
38957,98.21,6.02,98.21,6.02
38958,98.6,6.15,98.6,6.15
38959,99.04,6.26,99.04,6.26
38960,99.48,6.31,99.48,6.31
38961,99.92,6.32,99.92,6.32
38962,100.34,6.35,100.34,6.35
38963,100.74,6.38,100.74,6.38
38964,101.11,6.41,101.11,6.41
38965,101.49,6.42,101.49,6.42
38966,101.83,6.42,101.83,6.42
38967,102.11,6.44,102.11,6.44
38969,102.56,6.41,102.56,6.41
38970,102.75,6.39,102.75,6.39
38972,103.13,6.45,103.13,6.45
38973,103.52,6.6,103.52,6.6
38975,104.03,6.6,104.03,6.6
38976,104.22,6.62,104.22,6.62
38978,104.7,6.6,104.7,6.6
38979,104.93,6.62,104.93,6.62
38980,105.2,6.62,105.2,6.62
38981,105.54,6.51,105.54,6.51
38983,106.11,6.43,106.11,6.43
38984,106.43,6.35,106.43,6.35
38985,106.74,6.26,106.74,6.26
38986,107.1,6.13,107.1,6.13
38987,107.45,6.11,107.45,6.11
38988,107.79,6.08,107.79,6.08
38989,108.11,6.07,108.11,6.07
38990,108.38,6.08,108.38,6.08
38991,108.66,6.07,108.66,6.07
38992,108.96,6.01,108.96,6.01
38993,109.27,5.92,109.27,5.92
38994,109.55,5.91,109.55,5.91
38995,109.85,5.87,109.85,5.87
38996,110.15,5.85,110.15,5.85
38997,110.45,5.83,110.45,5.83
38998,110.8,5.8,110.8,5.8
38999,111.16,5.77,111.16,5.77
39000,111.47,5.75,111.47,5.75
39001,111.88,5.74,111.88,5.74
39002,112.22,5.75,112.22,5.75
39003,112.59,5.75,112.59,5.75
39004,112.91,5.86,112.91,5.411764706
39015,114.43,0.66,114.43,1.691176471
39019,114.43,0.66,114.43,0.338235294
39020,114.13,0,114.13,0
39023,113.85,0.26,113.85,0.26
39024,113.74,0.37,113.74,0.37
39026,113.56,0.54,113.56,0.54
39027,113.61,0.83,113.61,0.97
39028,113.72,1.4,113.72,1.4
39039,114.2,1.47,114.2,1.47
39040,114.3,1.48,114.3,1.48
39042,114.51,1.59,114.51,1.59
39043,114.59,1.97,114.59,1.97
39046,114.76,2.33,114.76,2.33
39047,114.87,2.4,114.87,2.4
39052,115.28,2.54,115.28,2.54
39054,115.29,2.84,115.29,2.84
39062,115.71,2.57,115.71,2.57
39063,115.85,2.5,115.85,2.5
39068,116.3,2.35,116.3,2.35
39069,116.43,2.32,116.43,2.32
39076,116.48,2.21,116.48,2.21
41182,114.85,1.66,114.85,1.66
41183,113.64,2.11,114.5114286,1.825714286
41184,112.7,2.52,114.1728571,1.991428571
41185,112.07,2.76,113.8342857,2.157142857
41189,112.48,2.82,112.48,2.82
41190,112.76,2.65,112.76,2.65
41191,113.1,2.44,113.1,2.44
41192,113.39,2.3,113.39,2.3
41193,113.81,2.11,113.81,2.11
41194,114.29,1.86,114.29,1.86
41196,114.64,1.62,114.64,1.62
41197,114.89,1.62,114.89,1.62
53391,36.61,128.47,36.61,128.47
53392,37.04,128.53,36.69909091,128.8863636
53393,37.95,128.47,36.78818182,129.3027273
53394,38.53,128.85,36.87727273,129.7190909
53395,38.74,129.26,36.96636364,130.1354545
53396,38.69,129.79,37.05545455,130.5518182
53397,38.7,130.24,37.14454545,130.9681818
53398,38.44,130.86,37.23363636,131.3845455
53399,38.1,131.34,37.32272727,131.8009091
53400,37.8,132.05,37.41181818,132.2172727
53401,37.71,132.55,37.50090909,132.6336364
53402,37.59,133.05,37.59,133.05
53403,37.56,133.4,37.56,133.4
53404,37.49,133.72,37.49,133.72
53406,37.34,134.12,37.34,134.12
53407,37.09,134.2,37.09,134.2
53408,36.82,134.52,36.82,134.52
53409,36.68,134.82,36.68,134.82
53410,36.69,135.16,36.69,135.16
53411,36.88,135.42,37.045,135.4833333
53412,37.42,135.65,37.4,135.8066667
53413,38.2,135.94,37.755,136.13
53414,38.66,136.15,38.11,136.4533333
53415,38.57,136.65,38.465,136.7766667
53416,38.82,137.1,38.82,137.1
53418,38.93,137.48,38.93,137.48
53419,38.68,137.61,38.68,137.61
53421,38.28,137.93,38.28,137.93
53422,38.16,138.19,38.16,138.3583333
53423,38.05,138.53,38.05,138.7866667
53424,37.88,139.06,37.88,139.215
53425,37.79,139.77,37.79,139.6433333
53426,37.84,140.16,37.84,140.0716667
53427,37.81,140.5,37.81,140.5
53430,37.43,140.61,37.43,140.61
53431,37.25,140.76,37.25,140.76
53432,37.06,140.98,37.06,141.115
53433,36.71,141.47,36.71,141.47
53434,36.4,141.85,36.4,141.85
53435,36.25,142.12,36.25,142.12
53436,36.09,142.35,36.09,142.35
53437,35.99,142.73,35.99,142.73
53438,35.91,143.02,35.91,143.02
53439,35.62,143.31,35.62,143.31
53440,35.39,143.51,35.39,143.51
53441,35.36,143.76,35.36,143.76
53442,35.3,144.04,35.3,144.04
53443,35.1,144.39,35.1,144.39
53444,34.96,144.61,34.96,144.61
53445,34.89,144.87,34.89,144.87
53447,34.89,145.23,34.89,145.23
53448,35.03,145.48,35.03,145.48
53449,35.04,145.79,35.04,145.79
53450,35.1,146.2,35.1,146.2
53451,35.23,146.61,35.23,146.61
53452,35.26,146.94,35.26,146.995
53453,35.31,147.38,35.31,147.38
53454,35.33,147.81,35.33,147.81
53455,35.36,148.23,35.36,148.23
53456,35.33,148.65,35.33,148.65
53457,35.22,149.07,35.22,149.07
53458,35.18,149.43,35.18,149.43
53459,35.02,149.82,35.02,149.86
53460,34.71,150.29,34.71,150.29
53461,34.55,150.59,34.55,150.59
53462,34.44,150.85,34.44,150.85
53463,34.4,151.06,34.4,151.06
53464,34.33,151.32,34.33,151.32
53465,34.16,151.73,34.16,151.73
53466,33.88,152.09,33.88,152.145
53467,33.59,152.56,33.59,152.56
53468,33.37,152.97,33.37,152.97
53469,33.18,153.3,33.18,153.3
53470,32.9,153.59,32.9,153.59
53471,32.51,153.86,32.51,153.86
53472,32.11,154.06,32.11,154.06
53473,31.96,154.25,31.96,154.25
53475,32,154.5,32,154.5
53476,31.92,154.86,31.92,154.86
53478,32.28,155.15,32.28,155.15
53479,32.49,155.26,32.49,155.26
53481,32.95,155.46,32.95,155.46
53482,32.96,155.79,32.96,155.79
53483,32.93,156.11,32.93,156.11
53484,32.77,156.53,32.77,156.53
53485,32.76,156.86,32.76,156.86
53486,32.65,157.24,32.65,157.24
53487,32.74,157.54,32.74,157.54
53488,32.66,157.96,32.66,157.96
53489,32.56,158.3,32.56,158.3
53490,32.59,158.48,32.59,158.48
53491,32.53,158.67,32.53,158.67
53492,32.42,158.99,32.42,158.99
53493,32.36,159.26,32.36,159.26
53494,32.28,159.53,32.28,159.53
53495,32.32,159.82,32.32,159.82
53496,32.39,159.97,32.39,159.97
53497,32.48,160.18,32.48,160.18
53498,32.68,160.46,32.68,160.46
53499,32.74,160.7,32.74,160.885
53500,32.65,161.14,32.65,161.31
53501,32.5,161.71,32.5,161.735
53502,32.58,162.16,32.58,162.16
53503,32.59,162.53,32.59,162.53
53504,32.6,162.87,32.6,162.87
53505,32.54,163.25,32.54,163.25
53506,32.4,163.49,32.4,163.49
53508,32.03,163.65,32.03,163.65
53509,31.75,163.64,31.75,163.64
53511,31.43,163.87,31.43,163.87
53512,31.47,164.15,31.47,164.15
53513,31.41,164.45,31.41,164.45
53514,31.36,164.77,31.36,164.77
53515,31.38,165,31.38,165
53516,31.59,165.39,31.59,165.39
53517,31.85,165.77,31.85,165.81
53518,32.07,166.25,32.07,166.23
53519,32.19,166.71,32.19,166.65
53520,32.36,167.07,32.36,167.07
53521,32.56,167.43,32.56,167.43
53522,32.82,167.74,32.82,167.74
53523,33.08,168.11,33.08,168.11
53524,33.3,168.43,33.3,168.43
53525,33.54,168.87,33.54,168.86
53526,33.76,169.29,33.76,169.29
53527,34,169.6,34,169.6
53528,34.21,169.94,34.21,169.94
53529,34.35,170.29,34.35,170.29
53530,34.49,170.57,34.49,170.57
53531,34.63,170.92,34.63,170.92
53532,34.73,171.36,34.73,171.345
53533,34.86,171.77,34.86,171.77
53534,35.01,172.08,35.01,172.08
53535,35.06,172.44,35.06,172.44
53536,35.06,172.76,35.06,172.76
53537,34.99,173.02,34.99,173.02
53538,34.81,173.27,34.81,173.27
53539,34.6,173.56,34.6,173.56
53540,34.28,173.87,34.28,173.87
53541,33.94,174.16,33.94,174.16
53542,33.69,174.54,33.69,174.54
53543,33.4,174.75,33.4,174.75
53544,33.13,175.07,33.13,175.07
53546,32.67,175.18,32.67,175.18
53547,32.47,175.09,32.47,175.09
53549,31.95,175.26,31.95,175.26
53550,31.75,175.39,31.75,175.39
53551,31.55,175.59,31.55,175.59
53552,31.37,175.78,31.37,175.78
53553,31.33,176.09,31.33,176.09
53554,31.29,176.5,31.29,176.5
53555,31.21,176.78,31.21,176.78
53556,31.06,177.07,31.06,177.07
53557,31.01,177.4,31.01,177.4
53558,31.01,177.74,31.01,177.74
53559,31.05,178.08,31.05,178.158
53560,31.03,178.57,31.03,178.576
53561,31,178.96,31,178.994
53562,31.12,179.47,31.12,179.412
53563,31.22,179.83,31.22,179.83
53564,31.24,180.16,31.24,180.16
53565,31.07,180.57,31.07,180.57
53566,30.96,180.97,30.96,180.97
53567,30.87,181.24,30.87,181.24
53568,30.7,181.53,30.7,181.53
53570,30.4,181.9,30.4,181.9
53571,30.11,182,29.945,182
53572,29.49,182.34,29.49,182.34
53573,29.2,182.48,29.2,182.48
53574,28.93,182.76,28.93,182.76
53576,28.52,183.04,28.52,183.04
53577,28.24,183.14,28.24,183.14
53578,27.94,183.17,27.94,183.17
53579,27.6,183.27,27.6,183.27
53580,27.27,183.31,27.27,183.31
53581,26.95,183.37,26.95,183.37
53582,26.65,183.51,26.65,183.51
53583,26.25,183.67,26.25,183.67
53584,25.84,183.71,25.84,183.71
53585,25.36,183.86,25.346,183.86
53586,24.85,184.12,24.852,184.12
53587,24.32,184.33,24.358,184.33
53588,23.79,184.35,23.864,184.35
53589,23.37,184.26,23.37,184.26
53590,22.91,184.21,22.91,184.21
53591,22.42,184.24,22.42545455,184.24
53592,21.86,184.3,21.94090909,184.3
53593,21.33,184.39,21.45636364,184.39
53594,20.82,184.54,20.97181818,184.54
53595,20.35,184.54,20.48727273,184.54
53596,19.86,184.56,20.00272727,184.56
53597,19.43,184.49,19.51818182,184.49
53598,19.16,184.3,19.03363636,184.3
53599,18.61,184.34,18.54909091,184.34
53600,18.11,184.56,18.06454545,184.56
53601,17.58,184.62,17.58,184.62
53602,17.11,184.56,17.11,184.56
53603,16.68,184.55,16.68,184.55
53604,16.26,184.48,16.26,184.48
53605,15.9,184.3,15.9,184.3
53606,15.49,184.24,15.49,184.24
53607,15.08,184.18,15.08,184.18
53608,14.73,184.09,14.62,184.09
53609,14.16,184.04,14.16,184.04
53610,13.8,183.84,13.72,183.84
53611,13.28,183.76,13.28,183.76
53612,12.84,183.69,12.805,183.69
53613,12.33,183.71,12.33,183.71
53614,11.93,183.83,11.83,183.83
53615,11.3,183.9,11.33,183.9
53616,10.83,183.86,10.83,183.86
53617,10.5,183.88,10.5,183.88
53618,10.18,183.93,10.18,183.93
53619,9.9,184.03,9.9,184.03
53621,9.42,183.86,9.42,183.86
53622,9.3,183.62,9.3,183.62
53623,9.1,183.41,9.1,183.41
53624,8.84,183.26,8.84,183.26
53626,8.52,183.32,8.52,183.32
53627,8.38,183.65,8.38,183.735
53628,8.22,184.15,8.22,184.15
53629,8.1,184.45,8.1,184.45
53630,7.8,184.67,7.8,184.67
53631,7.64,184.83,7.64,184.83
53632,7.38,185.06,7.38,185.06
53633,7,184.97,7,184.97
53634,6.64,185.09,6.64,185.09
53638,6.49,184.82,6.49,184.82
53639,6.52,184.59,6.52,184.59
53640,6.57,184.3,6.57,184.3
53641,6.62,184.03,6.62,184.03
53642,6.75,183.72,6.75,183.72
53643,6.72,183.5,6.72,183.5
53660,6.51,183.22,6.51,183.22
53661,6.41,183.09,6.41,183.09
53679,6.47,183.23,6.47,183.23
53680,6.62,183.66,6.62,183.66
53681,6.63,183.95,6.63,184.0785714
53682,6.22,185.14,6.22,184.4971429
53683,6.06,185.53,6.06,184.9157143
53684,5.87,185.79,5.87,185.3342857
53685,5.67,186.28,5.67,185.7528571
53687,5.52,186.59,5.52,186.59
53688,5.3,187,5.3,187
53690,5.04,187.35,5.04,187.35
53691,4.97,187.46,4.97,187.46
53696,5.26,187.8,5.26,187.8
53697,5.22,188.12,5.22,188.12
53699,5.13,188.46,5.13,188.46
53700,5.12,188.59,5.12,188.59
53704,4.99,188.38,4.24,188.38
53705,4.02,188.58,4.02,188.58
53706,3.61,188.66,3.61,188.66
53707,3.29,188.74,3.735,188.74
53708,3.86,188.84,3.86,188.84
53709,4.13,188.96,4.13,188.96
53710,4.48,188.85,4.48,188.85
53711,4.62,188.84,4.62,188.84
53712,4.97,188.59,4.97,188.59
53714,5.01,188.15,5.01,188.15
53715,5,187.95,5,187.95
53716,5.09,187.65,5.09,187.65
53717,4.92,187.39,4.92,187.39
53718,4.92,187.09,4.92,187.09
